pupil,school,extrav,gender,ses,popular,extrav_c,ses_c,gender_c
18,51,5,1,16,4.3,-0.215,1.737,0.5
19,51,5,0,16,4,-0.215,1.737,-0.5
20,51,3,0,16,3.9,-2.215,1.737,-0.5
21,51,5,1,16,6.3,-0.215,1.737,0.5
22,51,6,1,16,5.8,0.785,1.737,0.5
23,51,5,0,16,3.9,-0.215,1.737,-0.5
1,52,6,1,7,6,0.785,-7.263,0.5
2,52,3,0,7,4.4,-2.215,-7.263,-0.5
3,52,6,1,7,5.6,0.785,-7.263,0.5
4,52,5,1,7,6.1,-0.215,-7.263,0.5
5,52,4,1,7,5,-1.215,-7.263,0.5
6,52,4,0,7,2.9,-1.215,-7.263,-0.5
7,52,6,0,7,3.4,0.785,-7.263,-0.5
8,52,6,0,7,3.2,0.785,-7.263,-0.5
9,52,5,1,7,4.7,-0.215,-7.263,0.5
10,52,5,1,7,5.1,-0.215,-7.263,0.5
11,52,6,1,7,5.4,0.785,-7.263,0.5
12,52,5,0,7,4.2,-0.215,-7.263,-0.5
13,52,2,0,7,1.9,-3.215,-7.263,-0.5
14,52,5,0,7,4.4,-0.215,-7.263,-0.5
15,52,5,0,7,4.5,-0.215,-7.263,-0.5
16,52,5,0,7,3.6,-0.215,-7.263,-0.5
17,52,7,1,7,5.4,1.785,-7.263,0.5
18,52,5,0,7,3.9,-0.215,-7.263,-0.5
19,52,5,1,7,3.4,-0.215,-7.263,0.5
20,52,6,0,7,4.5,0.785,-7.263,-0.5
21,52,6,1,7,6,0.785,-7.263,0.5
22,52,6,1,7,3.6,0.785,-7.263,0.5
23,52,6,0,7,4.2,0.785,-7.263,-0.5
1,53,3,1,21,6.8,-2.215,6.737,0.5
2,53,5,1,21,7.2,-0.215,6.737,0.5
3,53,4,1,21,6.2,-1.215,6.737,0.5
4,53,5,1,21,7.5,-0.215,6.737,0.5
5,53,4,1,21,7.1,-1.215,6.737,0.5
6,53,5,1,21,6.7,-0.215,6.737,0.5
7,53,7,1,21,7,1.785,6.737,0.5
8,53,5,1,21,6.5,-0.215,6.737,0.5
9,53,6,1,21,8.4,0.785,6.737,0.5
10,53,4,1,21,6.2,-1.215,6.737,0.5
11,53,1,1,21,5.3,-4.215,6.737,0.5
12,53,4,1,21,5.3,-1.215,6.737,0.5
13,53,4,1,21,5.5,-1.215,6.737,0.5
14,53,5,1,21,7.4,-0.215,6.737,0.5
15,53,5,1,21,6.9,-0.215,6.737,0.5
16,53,6,1,21,7.5,0.785,6.737,0.5
17,53,6,1,21,6.8,0.785,6.737,0.5
18,53,5,1,21,5.1,-0.215,6.737,0.5
19,53,4,1,21,6.6,-1.215,6.737,0.5
1,54,4,1,16,6,-1.215,1.737,0.5
2,54,6,0,16,4.7,0.785,1.737,-0.5
3,54,5,0,16,5.6,-0.215,1.737,-0.5
4,54,5,0,16,3.6,-0.215,1.737,-0.5
5,54,6,0,16,3.4,0.785,1.737,-0.5
6,54,4,0,16,4.7,-1.215,1.737,-0.5
7,54,5,1,16,6.6,-0.215,1.737,0.5
8,54,5,0,16,4.6,-0.215,1.737,-0.5
9,54,7,0,16,4.5,1.785,1.737,-0.5
10,54,4,0,16,5.5,-1.215,1.737,-0.5
11,54,5,1,16,5.3,-0.215,1.737,0.5
12,54,6,0,16,5.4,0.785,1.737,-0.5
13,54,5,0,16,4.8,-0.215,1.737,-0.5
14,54,5,1,16,5.6,-0.215,1.737,0.5
15,54,6,1,16,6,0.785,1.737,0.5
16,54,6,1,16,6.8,0.785,1.737,0.5
17,54,4,0,16,3.8,-1.215,1.737,-0.5
18,54,6,1,16,6.7,0.785,1.737,0.5
19,54,4,1,16,5.8,-1.215,1.737,0.5
1,55,5,0,7,2.7,-0.215,-7.263,-0.5
2,55,6,0,7,5,0.785,-7.263,-0.5
3,55,6,0,7,4.4,0.785,-7.263,-0.5
4,55,5,0,7,2.2,-0.215,-7.263,-0.5
5,55,5,0,7,4.5,-0.215,-7.263,-0.5
6,55,3,0,7,2.4,-2.215,-7.263,-0.5
7,55,6,0,7,2.7,0.785,-7.263,-0.5
8,55,6,0,7,3.8,0.785,-7.263,-0.5
9,55,5,0,7,4.5,-0.215,-7.263,-0.5
10,55,7,0,7,4.5,1.785,-7.263,-0.5
11,55,7,0,7,4.1,1.785,-7.263,-0.5
12,55,6,0,7,3.4,0.785,-7.263,-0.5
13,55,5,0,7,2.4,-0.215,-7.263,-0.5
14,55,5,0,7,4.1,-0.215,-7.263,-0.5
15,55,6,0,7,5,0.785,-7.263,-0.5
16,55,6,0,7,3.8,0.785,-7.263,-0.5
17,55,4,0,7,3.9,-1.215,-7.263,-0.5
18,55,7,0,7,3.4,1.785,-7.263,-0.5
19,55,6,0,7,4.4,0.785,-7.263,-0.5
20,55,5,0,7,2.3,-0.215,-7.263,-0.5
21,55,4,0,7,2,-1.215,-7.263,-0.5
1,56,5,0,12,4.9,-0.215,-2.263,-0.5
2,56,4,0,12,2.4,-1.215,-2.263,-0.5
3,56,6,1,12,4.4,0.785,-2.263,0.5
4,56,4,0,12,3.4,-1.215,-2.263,-0.5
5,56,6,0,12,3.9,0.785,-2.263,-0.5
6,56,5,1,12,4.4,-0.215,-2.263,0.5
7,56,5,1,12,6.1,-0.215,-2.263,0.5
8,56,3,0,12,3.9,-2.215,-2.263,-0.5
9,56,6,0,12,6.3,0.785,-2.263,-0.5
10,56,4,1,12,4.9,-1.215,-2.263,0.5
11,56,6,1,12,5.9,0.785,-2.263,0.5
12,56,5,1,12,6,-0.215,-2.263,0.5
13,56,5,1,12,6.5,-0.215,-2.263,0.5
14,56,5,0,12,4,-0.215,-2.263,-0.5
15,56,4,0,12,4,-1.215,-2.263,-0.5
16,56,4,1,12,5.7,-1.215,-2.263,0.5
17,56,6,0,12,3.6,0.785,-2.263,-0.5
18,56,5,0,12,3.9,-0.215,-2.263,-0.5
19,56,5,1,12,6,-0.215,-2.263,0.5
1,57,6,1,4,4.8,0.785,-10.263,0.5
2,57,8,1,4,6.7,2.785,-10.263,0.5
3,57,6,0,4,2.8,0.785,-10.263,-0.5
4,57,7,0,4,4.9,1.785,-10.263,-0.5
5,57,7,1,4,5.4,1.785,-10.263,0.5
6,57,6,1,4,3.9,0.785,-10.263,0.5
7,57,5,0,4,2.1,-0.215,-10.263,-0.5
8,57,5,1,4,3.1,-0.215,-10.263,0.5
9,57,5,1,4,3.5,-0.215,-10.263,0.5
10,57,6,0,4,2.1,0.785,-10.263,-0.5
11,57,5,1,4,5,-0.215,-10.263,0.5
12,57,7,1,4,4.8,1.785,-10.263,0.5
13,57,4,0,4,2.2,-1.215,-10.263,-0.5
14,57,7,1,4,5.1,1.785,-10.263,0.5
15,57,2,0,4,1.2,-3.215,-10.263,-0.5
16,57,7,1,4,4.9,1.785,-10.263,0.5
17,57,8,0,4,4.8,2.785,-10.263,-0.5
18,57,5,1,4,3,-0.215,-10.263,0.5
1,58,4,0,22,5.7,-1.215,7.737,-0.5
2,58,6,1,22,6.5,0.785,7.737,0.5
3,58,5,1,22,6.4,-0.215,7.737,0.5
4,58,6,1,22,8.1,0.785,7.737,0.5
5,58,6,0,22,5.1,0.785,7.737,-0.5
6,58,3,0,22,4.1,-2.215,7.737,-0.5
7,58,6,1,22,6.3,0.785,7.737,0.5
8,58,3,0,22,5.2,-2.215,7.737,-0.5
9,58,4,1,22,7,-1.215,7.737,0.5
10,58,5,0,22,5.6,-0.215,7.737,-0.5
11,58,6,1,22,6.5,0.785,7.737,0.5
12,58,2,0,22,4,-3.215,7.737,-0.5
13,58,6,1,22,7,0.785,7.737,0.5
14,58,4,0,22,4.5,-1.215,7.737,-0.5
15,58,5,1,22,6.7,-0.215,7.737,0.5
16,58,5,1,22,7.5,-0.215,7.737,0.5
17,58,4,1,22,7,-1.215,7.737,0.5
18,58,5,1,22,7,-0.215,7.737,0.5
19,58,5,0,22,5.7,-0.215,7.737,-0.5
20,58,3,0,22,4.6,-2.215,7.737,-0.5
1,59,6,0,5,2.9,0.785,-9.263,-0.5
2,59,5,1,5,4.8,-0.215,-9.263,0.5
3,59,6,1,5,5.8,0.785,-9.263,0.5
4,59,5,0,5,3.1,-0.215,-9.263,-0.5
5,59,5,0,5,4.3,-0.215,-9.263,-0.5
6,59,6,0,5,4.1,0.785,-9.263,-0.5
7,59,5,0,5,2.8,-0.215,-9.263,-0.5
8,59,6,1,5,5,0.785,-9.263,0.5
9,59,5,1,5,5.1,-0.215,-9.263,0.5
10,59,7,0,5,4.7,1.785,-9.263,-0.5
11,59,6,0,5,3.4,0.785,-9.263,-0.5
12,59,4,0,5,1.8,-1.215,-9.263,-0.5
13,59,4,1,5,4.1,-1.215,-9.263,0.5
14,59,6,1,5,6.1,0.785,-9.263,0.5
15,59,6,1,5,4.6,0.785,-9.263,0.5
16,59,5,0,5,3.9,-0.215,-9.263,-0.5
17,59,6,0,5,4.8,0.785,-9.263,-0.5
1,60,5,0,3,2.8,-0.215,-11.263,-0.5
2,60,8,1,3,6.4,2.785,-11.263,0.5
3,60,9,0,3,5.6,3.785,-11.263,-0.5
4,60,7,1,3,5.7,1.785,-11.263,0.5
5,60,6,1,3,5.5,0.785,-11.263,0.5
6,60,7,0,3,4,1.785,-11.263,-0.5
7,60,8,1,3,5.3,2.785,-11.263,0.5
8,60,5,1,3,3.7,-0.215,-11.263,0.5
9,60,6,0,3,4.5,0.785,-11.263,-0.5
10,60,7,0,3,3,1.785,-11.263,-0.5
11,60,8,1,3,6,2.785,-11.263,0.5
12,60,7,0,3,3.6,1.785,-11.263,-0.5
13,60,6,1,3,5.7,0.785,-11.263,0.5
14,60,7,1,3,5.1,1.785,-11.263,0.5
16,60,7,1,3,6.1,1.785,-11.263,0.5
17,60,7,1,3,5.9,1.785,-11.263,0.5
18,60,7,0,3,4.2,1.785,-11.263,-0.5
19,60,4,0,3,1.6,-1.215,-11.263,-0.5
20,60,5,0,3,2.7,-0.215,-11.263,-0.5
21,60,6,1,3,3.3,0.785,-11.263,0.5
22,60,4,0,3,1.4,-1.215,-11.263,-0.5
1,61,3,1,23,6.2,-2.215,8.737,0.5
2,61,6,0,23,5.9,0.785,8.737,-0.5
3,61,4,1,23,5.6,-1.215,8.737,0.5
4,61,3,1,23,4.8,-2.215,8.737,0.5
5,61,4,1,23,5.5,-1.215,8.737,0.5
6,61,5,0,23,5.5,-0.215,8.737,-0.5
7,61,4,1,23,4.4,-1.215,8.737,0.5
8,61,6,1,23,7.1,0.785,8.737,0.5
9,61,4,0,23,4.3,-1.215,8.737,-0.5
10,61,4,1,23,6.3,-1.215,8.737,0.5
11,61,5,1,23,8.2,-0.215,8.737,0.5
12,61,3,0,23,4.4,-2.215,8.737,-0.5
13,61,6,1,23,7.5,0.785,8.737,0.5
14,61,5,1,23,5.3,-0.215,8.737,0.5
15,61,4,0,23,5.9,-1.215,8.737,-0.5
16,61,5,0,23,6.4,-0.215,8.737,-0.5
17,61,4,1,23,5.7,-1.215,8.737,0.5
18,61,4,0,23,5.1,-1.215,8.737,-0.5
19,61,5,0,23,5.7,-0.215,8.737,-0.5
1,62,5,1,25,6.6,-0.215,10.737,0.5
2,62,5,0,25,5,-0.215,10.737,-0.5
3,62,5,0,25,4.9,-0.215,10.737,-0.5
4,62,6,0,25,5.4,0.785,10.737,-0.5
5,62,3,0,25,4.9,-2.215,10.737,-0.5
6,62,4,1,25,5.8,-1.215,10.737,0.5
7,62,5,1,25,8.4,-0.215,10.737,0.5
8,62,4,1,25,6.5,-1.215,10.737,0.5
9,62,4,1,25,4.8,-1.215,10.737,0.5
10,62,6,1,25,6.7,0.785,10.737,0.5
11,62,4,1,25,6,-1.215,10.737,0.5
12,62,6,1,25,5.2,0.785,10.737,0.5
13,62,4,0,25,4.7,-1.215,10.737,-0.5
14,62,6,0,25,5.4,0.785,10.737,-0.5
15,62,5,0,25,4.7,-0.215,10.737,-0.5
16,62,5,1,25,6.9,-0.215,10.737,0.5
17,62,4,0,25,5.2,-1.215,10.737,-0.5
18,62,5,0,25,4.8,-0.215,10.737,-0.5
19,62,5,1,25,7.5,-0.215,10.737,0.5
20,62,5,0,25,4.8,-0.215,10.737,-0.5
1,63,6,1,15,7.7,0.785,0.737,0.5
2,63,5,0,15,4.8,-0.215,0.737,-0.5
3,63,3,1,15,5.1,-2.215,0.737,0.5
4,63,4,0,15,3.4,-1.215,0.737,-0.5
5,63,6,0,15,5.5,0.785,0.737,-0.5
6,63,5,0,15,4.6,-0.215,0.737,-0.5
7,63,7,0,15,4.8,1.785,0.737,-0.5
8,63,5,1,15,5.3,-0.215,0.737,0.5
9,63,5,0,15,4.6,-0.215,0.737,-0.5
10,63,5,1,15,5.4,-0.215,0.737,0.5
11,63,6,0,15,6.1,0.785,0.737,-0.5
12,63,5,1,15,5.8,-0.215,0.737,0.5
13,63,7,0,15,5.5,1.785,0.737,-0.5
14,63,5,0,15,4.6,-0.215,0.737,-0.5
15,63,6,1,15,6.4,0.785,0.737,0.5
16,63,5,1,15,6.5,-0.215,0.737,0.5
17,63,4,0,15,4.2,-1.215,0.737,-0.5
18,63,4,1,15,4.6,-1.215,0.737,0.5
19,63,4,0,15,3.1,-1.215,0.737,-0.5
20,63,4,1,15,6.8,-1.215,0.737,0.5
21,63,7,1,15,7.1,1.785,0.737,0.5
22,63,4,1,15,5.5,-1.215,0.737,0.5
23,63,5,1,15,6.9,-0.215,0.737,0.5
24,63,4,0,15,4.6,-1.215,0.737,-0.5
25,63,4,0,15,4,-1.215,0.737,-0.5
1,64,2,1,25,6.3,-3.215,10.737,0.5
2,64,4,1,25,6.9,-1.215,10.737,0.5
3,64,4,1,25,5.6,-1.215,10.737,0.5
4,64,5,1,25,8.8,-0.215,10.737,0.5
5,64,3,1,25,5.7,-2.215,10.737,0.5
6,64,3,1,25,8.2,-2.215,10.737,0.5
7,64,5,1,25,8.1,-0.215,10.737,0.5
8,64,5,1,25,6.6,-0.215,10.737,0.5
9,64,6,1,25,6.9,0.785,10.737,0.5
11,64,6,1,25,5.7,0.785,10.737,0.5
12,64,5,1,25,8.8,-0.215,10.737,0.5
13,64,2,1,25,7.6,-3.215,10.737,0.5
14,64,7,1,25,9.1,1.785,10.737,0.5
15,64,5,1,25,7.7,-0.215,10.737,0.5
16,64,5,1,25,6,-0.215,10.737,0.5
17,64,5,1,25,7.4,-0.215,10.737,0.5
18,64,3,1,25,5.6,-2.215,10.737,0.5
19,64,6,1,25,8.9,0.785,10.737,0.5
20,64,6,1,25,6.4,0.785,10.737,0.5
1,65,5,0,22,6,-0.215,7.737,-0.5
2,65,3,0,22,6.6,-2.215,7.737,-0.5
3,65,4,0,22,5.3,-1.215,7.737,-0.5
4,65,5,1,22,6.4,-0.215,7.737,0.5
5,65,4,1,22,5.6,-1.215,7.737,0.5
6,65,5,1,22,6.8,-0.215,7.737,0.5
7,65,5,0,22,5.3,-0.215,7.737,-0.5
8,65,4,0,22,5.1,-1.215,7.737,-0.5
9,65,7,0,22,5.3,1.785,7.737,-0.5
10,65,5,1,22,6.4,-0.215,7.737,0.5
11,65,5,1,22,8.5,-0.215,7.737,0.5
12,65,6,0,22,5.7,0.785,7.737,-0.5
13,65,4,0,22,5.2,-1.215,7.737,-0.5
14,65,4,1,22,7.5,-1.215,7.737,0.5
15,65,5,0,22,6.7,-0.215,7.737,-0.5
16,65,5,1,22,7.3,-0.215,7.737,0.5
17,65,4,0,22,5.1,-1.215,7.737,-0.5
18,65,5,0,22,4.7,-0.215,7.737,-0.5
19,65,3,0,22,5.1,-2.215,7.737,-0.5
20,65,5,1,22,7.4,-0.215,7.737,0.5
21,65,4,1,22,7.9,-1.215,7.737,0.5
22,65,6,1,22,7,0.785,7.737,0.5
1,66,7,1,8,7.5,1.785,-6.263,0.5
2,66,7,1,8,6.9,1.785,-6.263,0.5
3,66,5,0,8,4.5,-0.215,-6.263,-0.5
4,66,5,0,8,4,-0.215,-6.263,-0.5
5,66,5,1,8,6.2,-0.215,-6.263,0.5
6,66,5,1,8,5.2,-0.215,-6.263,0.5
7,66,6,1,8,7,0.785,-6.263,0.5
8,66,6,1,8,6.3,0.785,-6.263,0.5
9,66,5,1,8,5.5,-0.215,-6.263,0.5
10,66,6,1,8,6.6,0.785,-6.263,0.5
11,66,6,0,8,4.6,0.785,-6.263,-0.5
12,66,5,1,8,5.3,-0.215,-6.263,0.5
13,66,4,1,8,6.4,-1.215,-6.263,0.5
14,66,5,1,8,6.5,-0.215,-6.263,0.5
15,66,7,1,8,7.4,1.785,-6.263,0.5
16,66,6,0,8,6.7,0.785,-6.263,-0.5
17,66,4,0,8,4.9,-1.215,-6.263,-0.5
18,66,4,0,8,5.1,-1.215,-6.263,-0.5
19,66,7,1,8,8.6,1.785,-6.263,0.5
20,66,5,0,8,4.5,-0.215,-6.263,-0.5
1,67,6,1,23,5.9,0.785,8.737,0.5
2,67,8,1,23,8.1,2.785,8.737,0.5
3,67,6,1,23,5.9,0.785,8.737,0.5
4,67,3,1,23,6,-2.215,8.737,0.5
5,67,7,1,23,8.3,1.785,8.737,0.5
6,67,5,1,23,5.8,-0.215,8.737,0.5
7,67,5,1,23,5.5,-0.215,8.737,0.5
8,67,4,1,23,5.9,-1.215,8.737,0.5
9,67,4,1,23,8.2,-1.215,8.737,0.5
10,67,7,1,23,6.9,1.785,8.737,0.5
11,67,5,1,23,6.7,-0.215,8.737,0.5
12,67,6,1,23,6.4,0.785,8.737,0.5
13,67,4,1,23,6.4,-1.215,8.737,0.5
14,67,5,1,23,5.5,-0.215,8.737,0.5
15,67,4,1,23,7.3,-1.215,8.737,0.5
16,67,4,1,23,6.7,-1.215,8.737,0.5
17,67,1,1,23,5.6,-4.215,8.737,0.5
18,67,7,1,23,7.4,1.785,8.737,0.5
19,67,5,1,23,5.3,-0.215,8.737,0.5
20,67,5,1,23,6.7,-0.215,8.737,0.5
21,67,6,1,23,6.8,0.785,8.737,0.5
1,68,3,0,20,6.5,-2.215,5.737,-0.5
2,68,6,0,20,6.3,0.785,5.737,-0.5
3,68,5,0,20,5.2,-0.215,5.737,-0.5
4,68,5,0,20,6.8,-0.215,5.737,-0.5
5,68,4,0,20,4.8,-1.215,5.737,-0.5
6,68,6,1,20,7.5,0.785,5.737,0.5
7,68,6,0,20,5.8,0.785,5.737,-0.5
8,68,6,0,20,5.9,0.785,5.737,-0.5
9,68,5,1,20,6.7,-0.215,5.737,0.5
10,68,4,1,20,6.3,-1.215,5.737,0.5
11,68,4,0,20,4.6,-1.215,5.737,-0.5
12,68,6,0,20,4.7,0.785,5.737,-0.5
13,68,5,1,20,5.5,-0.215,5.737,0.5
14,68,3,1,20,5.7,-2.215,5.737,0.5
15,68,4,0,20,4.7,-1.215,5.737,-0.5
16,68,4,0,20,5.2,-1.215,5.737,-0.5
17,68,4,0,20,4,-1.215,5.737,-0.5
1,69,5,0,24,5,-0.215,9.737,-0.5
2,69,5,1,24,5.4,-0.215,9.737,0.5
4,69,4,0,24,5.3,-1.215,9.737,-0.5
5,69,3,1,24,6.6,-2.215,9.737,0.5
6,69,6,0,24,5.9,0.785,9.737,-0.5
7,69,5,0,24,4.1,-0.215,9.737,-0.5
8,69,3,0,24,5.6,-2.215,9.737,-0.5
9,69,5,1,24,5.9,-0.215,9.737,0.5
10,69,4,0,24,4.7,-1.215,9.737,-0.5
11,69,5,1,24,6.2,-0.215,9.737,0.5
12,69,3,0,24,4.7,-2.215,9.737,-0.5
13,69,3,0,24,4.9,-2.215,9.737,-0.5
14,69,4,0,24,5.3,-1.215,9.737,-0.5
15,69,5,1,24,6.6,-0.215,9.737,0.5
16,69,5,0,24,5.1,-0.215,9.737,-0.5
17,69,5,1,24,7.5,-0.215,9.737,0.5
18,69,5,1,24,7.1,-0.215,9.737,0.5
19,69,6,1,24,7.1,0.785,9.737,0.5
1,70,4,1,22,4.9,-1.215,7.737,0.5
2,70,4,1,22,4.1,-1.215,7.737,0.5
3,70,6,1,22,5,0.785,7.737,0.5
4,70,4,1,22,4.2,-1.215,7.737,0.5
5,70,5,1,22,6.5,-0.215,7.737,0.5
6,70,4,1,22,7.4,-1.215,7.737,0.5
7,70,5,0,22,5,-0.215,7.737,-0.5
8,70,6,0,22,6.1,0.785,7.737,-0.5
9,70,3,0,22,4.4,-2.215,7.737,-0.5
10,70,4,1,22,5.6,-1.215,7.737,0.5
11,70,6,0,22,4.9,0.785,7.737,-0.5
12,70,7,0,22,5.3,1.785,7.737,-0.5
13,70,5,0,22,3.1,-0.215,7.737,-0.5
14,70,5,0,22,4.3,-0.215,7.737,-0.5
15,70,5,1,22,5.8,-0.215,7.737,0.5
16,70,4,0,22,3.1,-1.215,7.737,-0.5
17,70,4,1,22,5.5,-1.215,7.737,0.5
18,70,5,1,22,5.8,-0.215,7.737,0.5
19,70,7,0,22,4.9,1.785,7.737,-0.5
20,70,1,0,22,2.9,-4.215,7.737,-0.5
21,70,3,0,22,4.1,-2.215,7.737,-0.5
1,71,3,0,18,3,-2.215,3.737,-0.5
2,71,5,0,18,5.1,-0.215,3.737,-0.5
3,71,3,0,18,3.6,-2.215,3.737,-0.5
4,71,4,1,18,4,-1.215,3.737,0.5
5,71,7,0,18,4.9,1.785,3.737,-0.5
6,71,4,0,18,3.9,-1.215,3.737,-0.5
7,71,7,1,18,4.4,1.785,3.737,0.5
8,71,6,1,18,6.9,0.785,3.737,0.5
9,71,4,0,18,2.8,-1.215,3.737,-0.5
10,71,5,1,18,5.5,-0.215,3.737,0.5
11,71,4,0,18,3.7,-1.215,3.737,-0.5
12,71,6,1,18,5.6,0.785,3.737,0.5
13,71,5,1,18,5.2,-0.215,3.737,0.5
14,71,4,0,18,2.6,-1.215,3.737,-0.5
15,71,5,1,18,5.3,-0.215,3.737,0.5
16,71,4,1,18,4,-1.215,3.737,0.5
17,71,3,0,18,3.9,-2.215,3.737,-0.5
18,71,3,0,18,1.7,-2.215,3.737,-0.5
19,71,3,1,18,5.8,-2.215,3.737,0.5
20,71,4,1,18,4.8,-1.215,3.737,0.5
21,71,5,1,18,6,-0.215,3.737,0.5
22,71,3,1,18,4.9,-2.215,3.737,0.5
1,72,5,0,19,5.3,-0.215,4.737,-0.5
2,72,4,0,19,6.3,-1.215,4.737,-0.5
3,72,6,0,19,5.9,0.785,4.737,-0.5
4,72,5,0,19,5.5,-0.215,4.737,-0.5
5,72,5,0,19,5.6,-0.215,4.737,-0.5
6,72,5,0,19,4.4,-0.215,4.737,-0.5
7,72,6,1,19,7.3,0.785,4.737,0.5
8,72,7,1,19,8.4,1.785,4.737,0.5
9,72,5,0,19,4.9,-0.215,4.737,-0.5
10,72,5,0,19,4.8,-0.215,4.737,-0.5
11,72,6,0,19,5.7,0.785,4.737,-0.5
12,72,4,0,19,6,-1.215,4.737,-0.5
13,72,4,1,19,6.1,-1.215,4.737,0.5
14,72,4,0,19,6.1,-1.215,4.737,-0.5
15,72,6,0,19,6.7,0.785,4.737,-0.5
16,72,4,0,19,4.5,-1.215,4.737,-0.5
17,72,5,0,19,6.5,-0.215,4.737,-0.5
18,72,5,0,19,5.9,-0.215,4.737,-0.5
19,72,4,1,19,6.9,-1.215,4.737,0.5
20,72,6,0,19,4,0.785,4.737,-0.5
21,72,5,0,19,5.8,-0.215,4.737,-0.5
1,73,3,1,14,4.7,-2.215,-0.263,0.5
2,73,6,1,14,6.2,0.785,-0.263,0.5
3,73,5,1,14,6.7,-0.215,-0.263,0.5
4,73,5,1,14,5.4,-0.215,-0.263,0.5
5,73,6,0,14,5,0.785,-0.263,-0.5
6,73,5,0,14,4.2,-0.215,-0.263,-0.5
7,73,6,0,14,5.3,0.785,-0.263,-0.5
8,73,5,1,14,4.4,-0.215,-0.263,0.5
9,73,5,1,14,6.2,-0.215,-0.263,0.5
10,73,4,0,14,3.8,-1.215,-0.263,-0.5
11,73,6,1,14,6.3,0.785,-0.263,0.5
12,73,4,1,14,4.5,-1.215,-0.263,0.5
13,73,5,0,14,5.6,-0.215,-0.263,-0.5
14,73,4,0,14,3.3,-1.215,-0.263,-0.5
15,73,6,0,14,5.2,0.785,-0.263,-0.5
16,73,3,0,14,4.1,-2.215,-0.263,-0.5
17,73,5,0,14,5.1,-0.215,-0.263,-0.5
18,73,5,1,14,6.3,-0.215,-0.263,0.5
19,73,6,1,14,6.8,0.785,-0.263,0.5
20,73,4,0,14,4,-1.215,-0.263,-0.5
1,74,6,1,17,6.9,0.785,2.737,0.5
2,74,5,0,17,4.8,-0.215,2.737,-0.5
3,74,5,1,17,5.7,-0.215,2.737,0.5
4,74,5,0,17,4.7,-0.215,2.737,-0.5
5,74,6,0,17,5.1,0.785,2.737,-0.5
6,74,5,1,17,5.3,-0.215,2.737,0.5
7,74,5,0,17,3.3,-0.215,2.737,-0.5
8,74,7,0,17,6.6,1.785,2.737,-0.5
9,74,5,0,17,4.7,-0.215,2.737,-0.5
10,74,6,0,17,4.2,0.785,2.737,-0.5
11,74,5,0,17,5.9,-0.215,2.737,-0.5
12,74,6,1,17,4.6,0.785,2.737,0.5
13,74,5,1,17,6.4,-0.215,2.737,0.5
14,74,5,0,17,3.8,-0.215,2.737,-0.5
15,74,3,1,17,4.3,-2.215,2.737,0.5
16,74,5,1,17,5.6,-0.215,2.737,0.5
17,74,4,0,17,4.4,-1.215,2.737,-0.5
1,75,4,1,21,5.4,-1.215,6.737,0.5
2,75,6,1,21,8.1,0.785,6.737,0.5
3,75,4,1,21,6,-1.215,6.737,0.5
4,75,5,1,21,7.5,-0.215,6.737,0.5
5,75,6,1,21,5.8,0.785,6.737,0.5
6,75,4,1,21,7.5,-1.215,6.737,0.5
7,75,3,1,21,7.5,-2.215,6.737,0.5
8,75,6,1,21,6.4,0.785,6.737,0.5
9,75,4,1,21,5.7,-1.215,6.737,0.5
10,75,5,1,21,6.5,-0.215,6.737,0.5
11,75,3,1,21,6.8,-2.215,6.737,0.5
12,75,5,1,21,5.8,-0.215,6.737,0.5
13,75,6,1,21,7.1,0.785,6.737,0.5
14,75,6,1,21,6.4,0.785,6.737,0.5
15,75,5,1,21,7.9,-0.215,6.737,0.5
16,75,5,1,21,8.1,-0.215,6.737,0.5
17,75,5,1,21,6.6,-0.215,6.737,0.5
1,76,6,0,16,4,0.785,1.737,-0.5
2,76,5,1,16,4.5,-0.215,1.737,0.5
3,76,5,0,16,3.5,-0.215,1.737,-0.5
4,76,5,1,16,5.2,-0.215,1.737,0.5
5,76,6,1,16,5.5,0.785,1.737,0.5
6,76,5,0,16,5,-0.215,1.737,-0.5
7,76,6,0,16,5.1,0.785,1.737,-0.5
8,76,3,1,16,3.8,-2.215,1.737,0.5
9,76,5,1,16,6,-0.215,1.737,0.5
10,76,5,0,16,4,-0.215,1.737,-0.5
11,76,5,0,16,3.2,-0.215,1.737,-0.5
12,76,5,1,16,6.1,-0.215,1.737,0.5
13,76,5,0,16,4.5,-0.215,1.737,-0.5
14,76,4,0,16,3.6,-1.215,1.737,-0.5
15,76,5,0,16,5.2,-0.215,1.737,-0.5
16,76,5,1,16,4.8,-0.215,1.737,0.5
17,76,4,1,16,3.9,-1.215,1.737,0.5
18,76,4,0,16,4.4,-1.215,1.737,-0.5
1,77,8,0,3,6,2.785,-11.263,-0.5
2,77,7,1,3,5.3,1.785,-11.263,0.5
3,77,6,1,3,5.5,0.785,-11.263,0.5
4,77,7,1,3,6.1,1.785,-11.263,0.5
5,77,7,1,3,6.2,1.785,-11.263,0.5
6,77,5,0,3,2.9,-0.215,-11.263,-0.5
7,77,6,1,3,5.6,0.785,-11.263,0.5
8,77,5,0,3,4.3,-0.215,-11.263,-0.5
9,77,7,1,3,6.5,1.785,-11.263,0.5
10,77,6,0,3,4,0.785,-11.263,-0.5
11,77,5,0,3,3,-0.215,-11.263,-0.5
12,77,6,0,3,4.5,0.785,-11.263,-0.5
